NumberGroups	NumberGenes	Classification	NumberGenotypes	Sample
505641	716348	Pan-transcriptome	7	15
24	412	Hard-Core-transcriptome	7	15
24	412	Soft-Core-transcriptome	7	15
57203	172451	Acc-transcriptome	7	15
448414	543485	Exc-transcriptome	7	15
776149	1131958	Pan-transcriptome	7	16
7	179	Hard-Core-transcriptome	7	16
7	179	Soft-Core-transcriptome	7	16
85700	271227	Acc-transcriptome	7	16
690442	860552	Exc-transcriptome	7	16
1016302	1579064	Pan-transcriptome	7	17
28	451	Hard-Core-transcriptome	7	17
28	451	Soft-Core-transcriptome	7	17
147170	493832	Acc-transcriptome	7	17
869104	1084781	Exc-transcriptome	7	17
922370	1435009	Pan-transcriptome	7	18
9	167	Hard-Core-transcriptome	7	18
9	167	Soft-Core-transcriptome	7	18
100377	347633	Acc-transcriptome	7	18
821984	1087209	Exc-transcriptome	7	18
948647	1488830	Pan-transcriptome	7	19
76	1488	Hard-Core-transcriptome	7	19
76	1488	Soft-Core-transcriptome	7	19
122233	413252	Acc-transcriptome	7	19
826338	1074090	Exc-transcriptome	7	19
873781	1327735	Pan-transcriptome	8	0
2	32	Hard-Core-transcriptome	8	0
2	32	Soft-Core-transcriptome	8	0
82482	263146	Acc-transcriptome	8	0
791297	1064557	Exc-transcriptome	8	0
791775	1117702	Pan-transcriptome	8	1
7	135	Hard-Core-transcriptome	8	1
7	135	Soft-Core-transcriptome	8	1
86183	259092	Acc-transcriptome	8	1
705585	858475	Exc-transcriptome	8	1
768603	1139291	Pan-transcriptome	8	2
3	59	Hard-Core-transcriptome	8	2
3	59	Soft-Core-transcriptome	8	2
96533	308321	Acc-transcriptome	8	2
672067	830911	Exc-transcriptome	8	2
1022177	1591697	Pan-transcriptome	8	3
6	117	Hard-Core-transcriptome	8	3
6	117	Soft-Core-transcriptome	8	3
121741	414013	Acc-transcriptome	8	3
900430	1177567	Exc-transcriptome	8	3
881911	1347268	Pan-transcriptome	8	4
6	159	Hard-Core-transcriptome	8	4
6	159	Soft-Core-transcriptome	8	4
123979	405957	Acc-transcriptome	8	4
757926	941152	Exc-transcriptome	8	4
1245233	2091890	Pan-transcriptome	8	5
14	326	Hard-Core-transcriptome	8	5
14	326	Soft-Core-transcriptome	8	5
215875	780512	Acc-transcriptome	8	5
1029344	1311052	Exc-transcriptome	8	5
1191518	1955337	Pan-transcriptome	8	6
6	126	Hard-Core-transcriptome	8	6
6	126	Soft-Core-transcriptome	8	6
187781	666362	Acc-transcriptome	8	6
1003731	1288849	Exc-transcriptome	8	6
794951	1195345	Pan-transcriptome	8	7
19	433	Hard-Core-transcriptome	8	7
19	433	Soft-Core-transcriptome	8	7
74420	235250	Acc-transcriptome	8	7
720512	959662	Exc-transcriptome	8	7
996017	1545073	Pan-transcriptome	8	8
9	187	Hard-Core-transcriptome	8	8
9	187	Soft-Core-transcriptome	8	8
122270	412386	Acc-transcriptome	8	8
873738	1132500	Exc-transcriptome	8	8
1041200	1671542	Pan-transcriptome	8	9
10	237	Hard-Core-transcriptome	8	9
10	237	Soft-Core-transcriptome	8	9
147650	510406	Acc-transcriptome	8	9
893540	1160899	Exc-transcriptome	8	9
838619	1263584	Pan-transcriptome	8	10
3	54	Hard-Core-transcriptome	8	10
3	54	Soft-Core-transcriptome	8	10
86592	277714	Acc-transcriptome	8	10
752024	985816	Exc-transcriptome	8	10
1192280	1993836	Pan-transcriptome	8	11
8	149	Hard-Core-transcriptome	8	11
8	149	Soft-Core-transcriptome	8	11
197737	712917	Acc-transcriptome	8	11
994535	1280770	Exc-transcriptome	8	11
650909	947595	Pan-transcriptome	8	12
11	206	Hard-Core-transcriptome	8	12
11	206	Soft-Core-transcriptome	8	12
78692	242680	Acc-transcriptome	8	12
572206	704709	Exc-transcriptome	8	12
882469	1313819	Pan-transcriptome	8	13
0	0	Hard-Core-transcriptome	8	13
0	0	Soft-Core-transcriptome	8	13
82662	265510	Acc-transcriptome	8	13
799807	1048309	Exc-transcriptome	8	13
947415	1461142	Pan-transcriptome	8	14
13	271	Hard-Core-transcriptome	8	14
13	271	Soft-Core-transcriptome	8	14
128796	424869	Acc-transcriptome	8	14
818606	1036002	Exc-transcriptome	8	14
936061	1405691	Pan-transcriptome	8	15
7	128	Hard-Core-transcriptome	8	15
7	128	Soft-Core-transcriptome	8	15
101086	321613	Acc-transcriptome	8	15
834968	1083950	Exc-transcriptome	8	15
942865	1457961	Pan-transcriptome	8	16
3	53	Hard-Core-transcriptome	8	16
3	53	Soft-Core-transcriptome	8	16
111518	377938	Acc-transcriptome	8	16
831344	1079970	Exc-transcriptome	8	16
1037181	1560743	Pan-transcriptome	8	17
3	43	Hard-Core-transcriptome	8	17
3	43	Soft-Core-transcriptome	8	17
124667	399930	Acc-transcriptome	8	17
912511	1160770	Exc-transcriptome	8	17
1004055	1518543	Pan-transcriptome	8	18
2	47	Hard-Core-transcriptome	8	18
2	47	Soft-Core-transcriptome	8	18
111913	363342	Acc-transcriptome	8	18
892140	1155154	Exc-transcriptome	8	18
943730	1460754	Pan-transcriptome	8	19
2	46	Hard-Core-transcriptome	8	19
2	46	Soft-Core-transcriptome	8	19
109990	370353	Acc-transcriptome	8	19
833738	1090355	Exc-transcriptome	8	19
1067502	1664783	Pan-transcriptome	9	0
9	199	Hard-Core-transcriptome	9	0
9	199	Soft-Core-transcriptome	9	0
139199	456392	Acc-transcriptome	9	0
928294	1208192	Exc-transcriptome	9	0
1156370	1871437	Pan-transcriptome	9	1
5	111	Hard-Core-transcriptome	9	1
5	111	Soft-Core-transcriptome	9	1
176056	607680	Acc-transcriptome	9	1
980309	1263646	Exc-transcriptome	9	1
1195039	1878286	Pan-transcriptome	9	2
5	133	Hard-Core-transcriptome	9	2
5	133	Soft-Core-transcriptome	9	2
158729	532029	Acc-transcriptome	9	2
1036305	1346124	Exc-transcriptome	9	2
687680	1020883	Pan-transcriptome	9	3
9	229	Hard-Core-transcriptome	9	3
9	229	Soft-Core-transcriptome	9	3
95925	298291	Acc-transcriptome	9	3
591746	722363	Exc-transcriptome	9	3
721050	1049674	Pan-transcriptome	9	4
2	35	Hard-Core-transcriptome	9	4
2	35	Soft-Core-transcriptome	9	4
90388	278695	Acc-transcriptome	9	4
630660	770944	Exc-transcriptome	9	4
732212	1052002	Pan-transcriptome	9	5
1	30	Hard-Core-transcriptome	9	5
1	30	Soft-Core-transcriptome	9	5
88350	270291	Acc-transcriptome	9	5
643861	781681	Exc-transcriptome	9	5
1404033	2428903	Pan-transcriptome	9	6
14	378	Hard-Core-transcriptome	9	6
14	378	Soft-Core-transcriptome	9	6
265502	971065	Acc-transcriptome	9	6
1138517	1457460	Exc-transcriptome	9	6
700670	1029037	Pan-transcriptome	9	7
4	126	Hard-Core-transcriptome	9	7
4	126	Soft-Core-transcriptome	9	7
83920	257038	Acc-transcriptome	9	7
616746	771873	Exc-transcriptome	9	7
868924	1345328	Pan-transcriptome	9	8
7	158	Hard-Core-transcriptome	9	8
7	158	Soft-Core-transcriptome	9	8
121840	393640	Acc-transcriptome	9	8
747077	951530	Exc-transcriptome	9	8
1253521	2045062	Pan-transcriptome	9	9
2	48	Hard-Core-transcriptome	9	9
2	48	Soft-Core-transcriptome	9	9
183056	654121	Acc-transcriptome	9	9
1070463	1390893	Exc-transcriptome	9	9
640829	917884	Pan-transcriptome	9	10
2	44	Hard-Core-transcriptome	9	10
2	44	Soft-Core-transcriptome	9	10
67754	207905	Acc-transcriptome	9	10
573073	709935	Exc-transcriptome	9	10
819129	1204111	Pan-transcriptome	9	11
7	157	Hard-Core-transcriptome	9	11
7	157	Soft-Core-transcriptome	9	11
108742	336825	Acc-transcriptome	9	11
710380	867129	Exc-transcriptome	9	11
1293393	2147494	Pan-transcriptome	9	12
16	474	Hard-Core-transcriptome	9	12
16	474	Soft-Core-transcriptome	9	12
202802	723785	Acc-transcriptome	9	12
1090575	1423235	Exc-transcriptome	9	12
1032610	1600266	Pan-transcriptome	9	13
5	135	Hard-Core-transcriptome	9	13
5	135	Soft-Core-transcriptome	9	13
128423	418367	Acc-transcriptome	9	13
904182	1181764	Exc-transcriptome	9	13
929460	1390334	Pan-transcriptome	9	14
0	0	Hard-Core-transcriptome	9	14
0	0	Soft-Core-transcriptome	9	14
98954	314538	Acc-transcriptome	9	14
830506	1075796	Exc-transcriptome	9	14
740993	1068103	Pan-transcriptome	9	15
2	33	Hard-Core-transcriptome	9	15
2	33	Soft-Core-transcriptome	9	15
87823	267251	Acc-transcriptome	9	15
653168	800819	Exc-transcriptome	9	15
1299823	2188604	Pan-transcriptome	9	16
0	0	Hard-Core-transcriptome	9	16
0	0	Soft-Core-transcriptome	9	16
224908	812013	Acc-transcriptome	9	16
1074915	1376591	Exc-transcriptome	9	16
773917	1097678	Pan-transcriptome	9	17
1	19	Hard-Core-transcriptome	9	17
1	19	Soft-Core-transcriptome	9	17
83140	246464	Acc-transcriptome	9	17
690776	851195	Exc-transcriptome	9	17
802982	1175893	Pan-transcriptome	9	18
0	0	Hard-Core-transcriptome	9	18
0	0	Soft-Core-transcriptome	9	18
100291	313704	Acc-transcriptome	9	18
702691	862189	Exc-transcriptome	9	18
1564937	2807259	Pan-transcriptome	9	19
24	731	Hard-Core-transcriptome	9	19
24	731	Soft-Core-transcriptome	9	19
310258	1188910	Acc-transcriptome	9	19
1254655	1617618	Exc-transcriptome	9	19
1123869	1756481	Pan-transcriptome	10	0
2	52	Hard-Core-transcriptome	10	0
11	275	Soft-Core-transcriptome	10	0
148928	488958	Acc-transcriptome	10	0
974930	1267248	Exc-transcriptome	10	0
1521251	2683724	Pan-transcriptome	10	1
10	274	Hard-Core-transcriptome	10	1
43	1122	Soft-Core-transcriptome	10	1
309301	1150331	Acc-transcriptome	10	1
1211907	1532271	Exc-transcriptome	10	1
1184003	1909160	Pan-transcriptome	10	2
9	243	Hard-Core-transcriptome	10	2
46	1149	Soft-Core-transcriptome	10	2
181700	615647	Acc-transcriptome	10	2
1002257	1292364	Exc-transcriptome	10	2
1141999	1820641	Pan-transcriptome	10	3
2	63	Hard-Core-transcriptome	10	3
11	355	Soft-Core-transcriptome	10	3
174128	585134	Acc-transcriptome	10	3
967860	1235152	Exc-transcriptome	10	3
1016352	1560886	Pan-transcriptome	10	4
1	32	Hard-Core-transcriptome	10	4
8	185	Soft-Core-transcriptome	10	4
132406	433236	Acc-transcriptome	10	4
883938	1127465	Exc-transcriptome	10	4
1356698	2259654	Pan-transcriptome	10	5
4	110	Hard-Core-transcriptome	10	5
39	1014	Soft-Core-transcriptome	10	5
221263	790218	Acc-transcriptome	10	5
1135396	1468422	Exc-transcriptome	10	5
1045091	1632649	Pan-transcriptome	10	6
0	0	Hard-Core-transcriptome	10	6
8	175	Soft-Core-transcriptome	10	6
152738	511783	Acc-transcriptome	10	6
892345	1120691	Exc-transcriptome	10	6
1348743	2247931	Pan-transcriptome	10	7
2	55	Hard-Core-transcriptome	10	7
15	388	Soft-Core-transcriptome	10	7
236279	832511	Acc-transcriptome	10	7
1112449	1415032	Exc-transcriptome	10	7
1033385	1616779	Pan-transcriptome	10	8
3	79	Hard-Core-transcriptome	10	8
31	735	Soft-Core-transcriptome	10	8
157910	517974	Acc-transcriptome	10	8
875444	1098070	Exc-transcriptome	10	8
1337974	2233199	Pan-transcriptome	10	9
3	58	Hard-Core-transcriptome	10	9
20	469	Soft-Core-transcriptome	10	9
229774	814193	Acc-transcriptome	10	9
1108180	1418537	Exc-transcriptome	10	9
1198146	1930986	Pan-transcriptome	10	10
4	109	Hard-Core-transcriptome	10	10
25	639	Soft-Core-transcriptome	10	10
186393	632042	Acc-transcriptome	10	10
1011728	1298305	Exc-transcriptome	10	10
1165925	1843018	Pan-transcriptome	10	11
3	72	Hard-Core-transcriptome	10	11
19	434	Soft-Core-transcriptome	10	11
155455	520004	Acc-transcriptome	10	11
1010451	1322580	Exc-transcriptome	10	11
916390	1402543	Pan-transcriptome	10	12
6	144	Hard-Core-transcriptome	10	12
21	565	Soft-Core-transcriptome	10	12
132434	421447	Acc-transcriptome	10	12
783935	980531	Exc-transcriptome	10	12
1330861	2234930	Pan-transcriptome	10	13
7	208	Hard-Core-transcriptome	10	13
33	824	Soft-Core-transcriptome	10	13
234573	836002	Acc-transcriptome	10	13
1096255	1398104	Exc-transcriptome	10	13
956713	1417596	Pan-transcriptome	10	14
2	50	Hard-Core-transcriptome	10	14
8	218	Soft-Core-transcriptome	10	14
128103	397489	Acc-transcriptome	10	14
828602	1019889	Exc-transcriptome	10	14
970194	1473219	Pan-transcriptome	10	15
2	75	Hard-Core-transcriptome	10	15
12	264	Soft-Core-transcriptome	10	15
142561	457645	Acc-transcriptome	10	15
827621	1015310	Exc-transcriptome	10	15
1115592	1717996	Pan-transcriptome	10	16
3	76	Hard-Core-transcriptome	10	16
9	219	Soft-Core-transcriptome	10	16
147657	474995	Acc-transcriptome	10	16
967926	1242782	Exc-transcriptome	10	16
904351	1378325	Pan-transcriptome	10	17
3	73	Hard-Core-transcriptome	10	17
10	245	Soft-Core-transcriptome	10	17
135964	438277	Acc-transcriptome	10	17
768377	939803	Exc-transcriptome	10	17
1095489	1715977	Pan-transcriptome	10	18
3	56	Hard-Core-transcriptome	10	18
19	459	Soft-Core-transcriptome	10	18
148668	489692	Acc-transcriptome	10	18
946802	1225826	Exc-transcriptome	10	18
1292074	2179455	Pan-transcriptome	10	19
11	343	Hard-Core-transcriptome	10	19
48	1164	Soft-Core-transcriptome	10	19
228173	812285	Acc-transcriptome	10	19
1063853	1366006	Exc-transcriptome	10	19
1605408	2890427	Pan-transcriptome	11	0
6	241	Hard-Core-transcriptome	11	0
22	690	Soft-Core-transcriptome	11	0
331835	1263293	Acc-transcriptome	11	0
1273551	1626444	Exc-transcriptome	11	0
1409828	2448917	Pan-transcriptome	11	1
1	58	Hard-Core-transcriptome	11	1
10	328	Soft-Core-transcriptome	11	1
264253	971409	Acc-transcriptome	11	1
1145565	1477180	Exc-transcriptome	11	1
1385658	2285486	Pan-transcriptome	11	2
2	55	Hard-Core-transcriptome	11	2
9	193	Soft-Core-transcriptome	11	2
230655	804282	Acc-transcriptome	11	2
1154994	1481011	Exc-transcriptome	11	2
1374802	2302078	Pan-transcriptome	11	3
0	0	Hard-Core-transcriptome	11	3
11	273	Soft-Core-transcriptome	11	3
242567	858442	Acc-transcriptome	11	3
1132224	1443363	Exc-transcriptome	11	3
1017220	1601533	Pan-transcriptome	11	4
0	0	Hard-Core-transcriptome	11	4
8	226	Soft-Core-transcriptome	11	4
157005	526633	Acc-transcriptome	11	4
860207	1074674	Exc-transcriptome	11	4
1176098	1907202	Pan-transcriptome	11	5
6	205	Hard-Core-transcriptome	11	5
32	919	Soft-Core-transcriptome	11	5
188565	634431	Acc-transcriptome	11	5
987501	1271852	Exc-transcriptome	11	5
1247237	2014983	Pan-transcriptome	11	6
1	35	Hard-Core-transcriptome	11	6
10	291	Soft-Core-transcriptome	11	6
191830	659417	Acc-transcriptome	11	6
1055397	1355275	Exc-transcriptome	11	6
1233941	2005077	Pan-transcriptome	11	7
0	0	Hard-Core-transcriptome	11	7
11	339	Soft-Core-transcriptome	11	7
192258	654204	Acc-transcriptome	11	7
1041672	1350534	Exc-transcriptome	11	7
905394	1372059	Pan-transcriptome	11	8
2	67	Hard-Core-transcriptome	11	8
7	166	Soft-Core-transcriptome	11	8
132674	422759	Acc-transcriptome	11	8
772713	949134	Exc-transcriptome	11	8
944156	1399961	Pan-transcriptome	11	9
0	0	Hard-Core-transcriptome	11	9
6	191	Soft-Core-transcriptome	11	9
125951	389693	Acc-transcriptome	11	9
818199	1010077	Exc-transcriptome	11	9
1425151	2404043	Pan-transcriptome	11	10
1	30	Hard-Core-transcriptome	11	10
16	489	Soft-Core-transcriptome	11	10
257872	912726	Acc-transcriptome	11	10
1167263	1490828	Exc-transcriptome	11	10
1240790	1971562	Pan-transcriptome	11	11
6	188	Hard-Core-transcriptome	11	11
15	410	Soft-Core-transcriptome	11	11
193650	636681	Acc-transcriptome	11	11
1047125	1334471	Exc-transcriptome	11	11
1226552	1981205	Pan-transcriptome	11	12
2	46	Hard-Core-transcriptome	11	12
17	426	Soft-Core-transcriptome	11	12
213341	728030	Acc-transcriptome	11	12
1013194	1252749	Exc-transcriptome	11	12
1225530	1975164	Pan-transcriptome	11	13
7	203	Hard-Core-transcriptome	11	13
32	895	Soft-Core-transcriptome	11	13
212187	709801	Acc-transcriptome	11	13
1013311	1264468	Exc-transcriptome	11	13
1365438	2201519	Pan-transcriptome	11	14
2	75	Hard-Core-transcriptome	11	14
16	453	Soft-Core-transcriptome	11	14
231366	775629	Acc-transcriptome	11	14
1134056	1425437	Exc-transcriptome	11	14
1421063	2383821	Pan-transcriptome	11	15
5	148	Hard-Core-transcriptome	11	15
27	682	Soft-Core-transcriptome	11	15
257150	898569	Acc-transcriptome	11	15
1163886	1484570	Exc-transcriptome	11	15
1406976	2376473	Pan-transcriptome	11	16
3	69	Hard-Core-transcriptome	11	16
25	689	Soft-Core-transcriptome	11	16
265806	937677	Acc-transcriptome	11	16
1141145	1438107	Exc-transcriptome	11	16
853825	1287485	Pan-transcriptome	11	17
1	45	Hard-Core-transcriptome	11	17
9	237	Soft-Core-transcriptome	11	17
123274	386525	Acc-transcriptome	11	17
730542	900723	Exc-transcriptome	11	17
1058491	1628663	Pan-transcriptome	11	18
1	46	Hard-Core-transcriptome	11	18
13	346	Soft-Core-transcriptome	11	18
165572	529605	Acc-transcriptome	11	18
892906	1098712	Exc-transcriptome	11	18
1169093	1839000	Pan-transcriptome	11	19
5	190	Hard-Core-transcriptome	11	19
19	554	Soft-Core-transcriptome	11	19
166239	544417	Acc-transcriptome	11	19
1002835	1294029	Exc-transcriptome	11	19
1601957	2919902	Pan-transcriptome	12	0
11	389	Hard-Core-transcriptome	12	0
46	1619	Soft-Core-transcriptome	12	0
361753	1353075	Acc-transcriptome	12	0
1240158	1565208	Exc-transcriptome	12	0
1341294	2185297	Pan-transcriptome	12	1
1	32	Hard-Core-transcriptome	12	1
5	143	Soft-Core-transcriptome	12	1
230253	785585	Acc-transcriptome	12	1
1111036	1399569	Exc-transcriptome	12	1
1352389	2233963	Pan-transcriptome	12	2
0	0	Hard-Core-transcriptome	12	2
2	46	Soft-Core-transcriptome	12	2
219321	771668	Acc-transcriptome	12	2
1133066	1462249	Exc-transcriptome	12	2
948440	1448907	Pan-transcriptome	12	3
0	0	Hard-Core-transcriptome	12	3
3	71	Soft-Core-transcriptome	12	3
148157	473598	Acc-transcriptome	12	3
800280	975238	Exc-transcriptome	12	3
1506300	2577018	Pan-transcriptome	12	4
7	298	Hard-Core-transcriptome	12	4
26	864	Soft-Core-transcriptome	12	4
277311	994587	Acc-transcriptome	12	4
1228963	1581567	Exc-transcriptome	12	4
1410383	2386235	Pan-transcriptome	12	5
0	0	Hard-Core-transcriptome	12	5
1	41	Soft-Core-transcriptome	12	5
259437	925729	Acc-transcriptome	12	5
1150945	1460465	Exc-transcriptome	12	5
1426376	2389031	Pan-transcriptome	12	6
2	47	Hard-Core-transcriptome	12	6
7	199	Soft-Core-transcriptome	12	6
243932	864199	Acc-transcriptome	12	6
1182437	1524633	Exc-transcriptome	12	6
1243842	2020820	Pan-transcriptome	12	7
0	0	Hard-Core-transcriptome	12	7
6	205	Soft-Core-transcriptome	12	7
198875	680601	Acc-transcriptome	12	7
1044961	1340014	Exc-transcriptome	12	7
1430869	2404415	Pan-transcriptome	12	8
3	90	Hard-Core-transcriptome	12	8
12	406	Soft-Core-transcriptome	12	8
265860	925856	Acc-transcriptome	12	8
1164997	1478153	Exc-transcriptome	12	8
1405340	2322513	Pan-transcriptome	12	9
2	66	Hard-Core-transcriptome	12	9
9	266	Soft-Core-transcriptome	12	9
250159	857993	Acc-transcriptome	12	9
1155172	1464254	Exc-transcriptome	12	9
1046678	1648978	Pan-transcriptome	12	10
2	95	Hard-Core-transcriptome	12	10
7	229	Soft-Core-transcriptome	12	10
174829	567707	Acc-transcriptome	12	10
871842	1081042	Exc-transcriptome	12	10
1177601	1876401	Pan-transcriptome	12	11
1	41	Hard-Core-transcriptome	12	11
16	512	Soft-Core-transcriptome	12	11
172984	572367	Acc-transcriptome	12	11
1004601	1303522	Exc-transcriptome	12	11
1338074	2249574	Pan-transcriptome	12	12
5	238	Hard-Core-transcriptome	12	12
21	736	Soft-Core-transcriptome	12	12
262596	906980	Acc-transcriptome	12	12
1075457	1341858	Exc-transcriptome	12	12
1176419	1870855	Pan-transcriptome	12	13
2	65	Hard-Core-transcriptome	12	13
4	115	Soft-Core-transcriptome	12	13
180885	592490	Acc-transcriptome	12	13
995530	1278250	Exc-transcriptome	12	13
1129267	1775845	Pan-transcriptome	12	14
0	0	Hard-Core-transcriptome	12	14
6	193	Soft-Core-transcriptome	12	14
162833	529629	Acc-transcriptome	12	14
966428	1246023	Exc-transcriptome	12	14
1506930	2626971	Pan-transcriptome	12	15
2	78	Hard-Core-transcriptome	12	15
12	431	Soft-Core-transcriptome	12	15
304671	1103136	Acc-transcriptome	12	15
1202247	1523404	Exc-transcriptome	12	15
1457808	2483662	Pan-transcriptome	12	16
0	0	Hard-Core-transcriptome	12	16
9	296	Soft-Core-transcriptome	12	16
280860	989934	Acc-transcriptome	12	16
1176939	1493432	Exc-transcriptome	12	16
1048436	1663997	Pan-transcriptome	12	17
1	47	Hard-Core-transcriptome	12	17
7	196	Soft-Core-transcriptome	12	17
172996	571372	Acc-transcriptome	12	17
875433	1092429	Exc-transcriptome	12	17
1413697	2373829	Pan-transcriptome	12	18
2	79	Hard-Core-transcriptome	12	18
11	311	Soft-Core-transcriptome	12	18
259076	908551	Acc-transcriptome	12	18
1154610	1464967	Exc-transcriptome	12	18
1091771	1736782	Pan-transcriptome	12	19
9	341	Hard-Core-transcriptome	12	19
17	556	Soft-Core-transcriptome	12	19
192296	630917	Acc-transcriptome	12	19
899458	1105309	Exc-transcriptome	12	19
1466820	2414325	Pan-transcriptome	13	0
1	26	Hard-Core-transcriptome	13	0
5	172	Soft-Core-transcriptome	13	0
266214	900450	Acc-transcriptome	13	0
1200601	1513703	Exc-transcriptome	13	0
1355755	2226705	Pan-transcriptome	13	1
3	183	Hard-Core-transcriptome	13	1
7	300	Soft-Core-transcriptome	13	1
234569	799264	Acc-transcriptome	13	1
1121179	1427141	Exc-transcriptome	13	1
1388396	2256821	Pan-transcriptome	13	2
1	27	Hard-Core-transcriptome	13	2
6	228	Soft-Core-transcriptome	13	2
243911	819221	Acc-transcriptome	13	2
1144479	1437372	Exc-transcriptome	13	2
1559860	2739846	Pan-transcriptome	13	3
3	106	Hard-Core-transcriptome	13	3
9	327	Soft-Core-transcriptome	13	3
329728	1191443	Acc-transcriptome	13	3
1230123	1548076	Exc-transcriptome	13	3
1366588	2266096	Pan-transcriptome	13	4
1	30	Hard-Core-transcriptome	13	4
5	147	Soft-Core-transcriptome	13	4
247023	842712	Acc-transcriptome	13	4
1119560	1423237	Exc-transcriptome	13	4
1544804	2647967	Pan-transcriptome	13	5
0	0	Hard-Core-transcriptome	13	5
7	263	Soft-Core-transcriptome	13	5
309606	1082346	Acc-transcriptome	13	5
1235191	1565358	Exc-transcriptome	13	5
1266826	2037314	Pan-transcriptome	13	6
6	193	Hard-Core-transcriptome	13	6
27	903	Soft-Core-transcriptome	13	6
233497	763075	Acc-transcriptome	13	6
1033302	1273336	Exc-transcriptome	13	6
1110346	1737619	Pan-transcriptome	13	7
0	0	Hard-Core-transcriptome	13	7
5	195	Soft-Core-transcriptome	13	7
193223	622865	Acc-transcriptome	13	7
917118	1114559	Exc-transcriptome	13	7
1622475	2889389	Pan-transcriptome	13	8
0	0	Hard-Core-transcriptome	13	8
8	267	Soft-Core-transcriptome	13	8
344257	1268529	Acc-transcriptome	13	8
1278210	1620593	Exc-transcriptome	13	8
1261870	2051185	Pan-transcriptome	13	9
1	39	Hard-Core-transcriptome	13	9
10	395	Soft-Core-transcriptome	13	9
215930	726048	Acc-transcriptome	13	9
1045930	1324742	Exc-transcriptome	13	9
1266180	2018062	Pan-transcriptome	13	10
0	0	Hard-Core-transcriptome	13	10
2	70	Soft-Core-transcriptome	13	10
202311	673339	Acc-transcriptome	13	10
1063867	1344653	Exc-transcriptome	13	10
1617165	2941331	Pan-transcriptome	13	11
0	0	Hard-Core-transcriptome	13	11
9	359	Soft-Core-transcriptome	13	11
366827	1366055	Acc-transcriptome	13	11
1250329	1574917	Exc-transcriptome	13	11
996541	1550920	Pan-transcriptome	13	12
1	28	Hard-Core-transcriptome	13	12
4	161	Soft-Core-transcriptome	13	12
167462	537352	Acc-transcriptome	13	12
829075	1013407	Exc-transcriptome	13	12
1390148	2301479	Pan-transcriptome	13	13
5	202	Hard-Core-transcriptome	13	13
16	524	Soft-Core-transcriptome	13	13
244419	831505	Acc-transcriptome	13	13
1145713	1469450	Exc-transcriptome	13	13
1272636	2050484	Pan-transcriptome	13	14
0	0	Hard-Core-transcriptome	13	14
7	294	Soft-Core-transcriptome	13	14
206006	683187	Acc-transcriptome	13	14
1066623	1367003	Exc-transcriptome	13	14
1318743	2191831	Pan-transcriptome	13	15
4	193	Hard-Core-transcriptome	13	15
13	596	Soft-Core-transcriptome	13	15
239221	812557	Acc-transcriptome	13	15
1079509	1378678	Exc-transcriptome	13	15
1507461	2560914	Pan-transcriptome	13	16
2	58	Hard-Core-transcriptome	13	16
6	231	Soft-Core-transcriptome	13	16
273969	976609	Acc-transcriptome	13	16
1233486	1584074	Exc-transcriptome	13	16
1631605	2937477	Pan-transcriptome	13	17
1	43	Hard-Core-transcriptome	13	17
14	575	Soft-Core-transcriptome	13	17
359661	1322445	Acc-transcriptome	13	17
1271930	1614457	Exc-transcriptome	13	17
1365332	2267333	Pan-transcriptome	13	18
1	39	Hard-Core-transcriptome	13	18
6	221	Soft-Core-transcriptome	13	18
247137	848270	Acc-transcriptome	13	18
1118189	1418842	Exc-transcriptome	13	18
1231748	1992978	Pan-transcriptome	13	19
3	128	Hard-Core-transcriptome	13	19
7	245	Soft-Core-transcriptome	13	19
228037	756133	Acc-transcriptome	13	19
1003704	1236600	Exc-transcriptome	13	19
1526823	2595143	Pan-transcriptome	14	0
2	106	Hard-Core-transcriptome	14	0
5	193	Soft-Core-transcriptome	14	0
297206	1042559	Acc-transcriptome	14	0
1229612	1552391	Exc-transcriptome	14	0
1588134	2739497	Pan-transcriptome	14	1
0	0	Hard-Core-transcriptome	14	1
2	77	Soft-Core-transcriptome	14	1
322113	1145159	Acc-transcriptome	14	1
1266019	1594261	Exc-transcriptome	14	1
1552637	2654065	Pan-transcriptome	14	2
3	178	Hard-Core-transcriptome	14	2
7	293	Soft-Core-transcriptome	14	2
298473	1047952	Acc-transcriptome	14	2
1254157	1605820	Exc-transcriptome	14	2
1649785	2928350	Pan-transcriptome	14	3
0	0	Hard-Core-transcriptome	14	3
5	169	Soft-Core-transcriptome	14	3
344410	1268175	Acc-transcriptome	14	3
1305370	1660006	Exc-transcriptome	14	3
1438189	2436157	Pan-transcriptome	14	4
2	114	Hard-Core-transcriptome	14	4
13	548	Soft-Core-transcriptome	14	4
285995	985691	Acc-transcriptome	14	4
1152181	1449918	Exc-transcriptome	14	4
1438937	2358295	Pan-transcriptome	14	5
2	86	Hard-Core-transcriptome	14	5
5	188	Soft-Core-transcriptome	14	5
267096	888037	Acc-transcriptome	14	5
1171836	1470070	Exc-transcriptome	14	5
1633059	2806304	Pan-transcriptome	14	6
3	149	Hard-Core-transcriptome	14	6
7	293	Soft-Core-transcriptome	14	6
321621	1141156	Acc-transcriptome	14	6
1311431	1664855	Exc-transcriptome	14	6
1576965	2621533	Pan-transcriptome	14	7
2	66	Hard-Core-transcriptome	14	7
13	481	Soft-Core-transcriptome	14	7
