Category	Gene	Transcript	Gene Category	Transcript Size	Transcript Category	Transcript Rfam family	Transcript GO	Gene GO	GO (Guilt by association)
Accessory	OG2365742	KQ08-2850_k25_TRINITY_DN10916_c0_g1_i1	lncRNA	715.0	lncRNA				GO:0019684,GO:0009416,GO:0007166,GO:0009314,GO:0015979,GO:0009687,GO:0042439,GO:0043288,GO:0070291,GO:0009765,GO:0016106,GO:0050779,GO:0061157,GO:0015977,GO:1902644,GO:0050896,GO:0061014,GO:0031331,GO:0006714,GO:0009267,GO:0006952,GO:0009411,GO:0007165,GO:0009896,GO:0006099,GO:1903313,GO:0009650,GO:0009768,GO:0052863,GO:0052865,GO:0006563,GO:0016036,GO:0051443,GO:0023052,GO:0009304,GO:0009688,GO:0010115,GO:0010116,GO:0042148,GO:0042797,GO:0043289,GO:1901998,GO:1902645,GO:1902930,GO:1902932,GO:1905613,GO:1905615,GO:0009070,GO:0034502,GO:0048639,GO:0007154,GO:0009767,GO:0018205,GO:0010114,GO:0031398,GO:0051438,GO:0045116,GO:0097428,GO:0006091,GO:0051716,GO:0019722,GO:0019932,GO:0010638,GO:0031396,GO:0031329,GO:0051173,GO:0043488,GO:0019725,GO:0042594,GO:0009639,GO:1903322,GO:0031325,GO:0006545,GO:0010223,GO:0010304,GO:0010346,GO:0019264,GO:0031297,GO:0080186,GO:0006290,GO:1903320,GO:0017148,GO:0043487,GO:0051094,GO:0048518,GO:0034314,GO:0000288,GO:0006479,GO:0008213
Accessory	OG2365742	QA02-1009_k25_TRINITY_DN21713_c0_g2_i1	lncRNA	543.0	lncRNA				GO:0019684,GO:0009416,GO:0007166,GO:0009314,GO:0015979,GO:0009687,GO:0042439,GO:0043288,GO:0070291,GO:0009765,GO:0016106,GO:0050779,GO:0061157,GO:0015977,GO:1902644,GO:0050896,GO:0061014,GO:0031331,GO:0006714,GO:0009267,GO:0006952,GO:0009411,GO:0007165,GO:0009896,GO:0006099,GO:1903313,GO:0009650,GO:0009768,GO:0052863,GO:0052865,GO:0006563,GO:0016036,GO:0051443,GO:0023052,GO:0009304,GO:0009688,GO:0010115,GO:0010116,GO:0042148,GO:0042797,GO:0043289,GO:1901998,GO:1902645,GO:1902930,GO:1902932,GO:1905613,GO:1905615,GO:0009070,GO:0034502,GO:0048639,GO:0007154,GO:0009767,GO:0018205,GO:0010114,GO:0031398,GO:0051438,GO:0045116,GO:0097428,GO:0006091,GO:0051716,GO:0019722,GO:0019932,GO:0010638,GO:0031396,GO:0031329,GO:0051173,GO:0043488,GO:0019725,GO:0042594,GO:0009639,GO:1903322,GO:0031325,GO:0006545,GO:0010223,GO:0010304,GO:0010346,GO:0019264,GO:0031297,GO:0080186,GO:0006290,GO:1903320,GO:0017148,GO:0043487,GO:0051094,GO:0048518,GO:0034314,GO:0000288,GO:0006479,GO:0008213
Exclusive	OG2366879	QA02-1009_k31_TRINITY_DN4864_c0_g1_i18	lncRNA	1085.0	lncRNA				GO:0045736,GO:1904030,GO:0051090,GO:0006071,GO:0019400,GO:0051348,GO:0006469,GO:0033673,GO:0071901,GO:1902074,GO:0002229,GO:0002239,GO:0046901,GO:0048507,GO:0015074,GO:0001933,GO:0009860,GO:0036294,GO:0042326,GO:0071453,GO:0071456,GO:0042221,GO:0010117,GO:0002182,GO:0046900,GO:0042744,GO:2000280,GO:0010563,GO:0045936,GO:0072593,GO:0016441,GO:0048589,GO:0006646,GO:0046337,GO:0010073,GO:0031425,GO:0046903,GO:0009735,GO:0010014,GO:0010821,GO:0019320,GO:0030388,GO:0032351,GO:0032353,GO:0040034,GO:0042276,GO:0043434,GO:0043446,GO:0043447,GO:0046786,GO:0048506,GO:0048510,GO:0051091,GO:0090421,GO:0098609,GO:0006658,GO:0006659,GO:0051338,GO:0009396,GO:0009846,GO:0017182,GO:0017183,GO:0030091,GO:1900247,GO:0055067,GO:0051239,GO:0009200,GO:0016032,GO:0062014,GO:0097503,GO:0042398,GO:0042325,GO:0051187,GO:0001101,GO:0090567,GO:2000026,GO:0009908,GO:0097305,GO:0042743,GO:0048509,GO:0043549,GO:1902600,GO:0009636,GO:2001023,GO:0006566,GO:0009088,GO:0035725,GO:0050793,GO:0006549,GO:0009097,GO:0030422,GO:1901700,GO:0015718,GO:0009736,GO:0071368,GO:0009826,GO:0035194,GO:0042559,GO:0060560
Exclusive	OG2366927	QN05-1743_k25_TRINITY_DN12276_c0_g1_i5	lncRNA	738.0	lncRNA				GO:0010048,GO:0006836,GO:0009218,GO:0009220,GO:0061025,GO:0071407,GO:0015713,GO:0042873,GO:0006222,GO:0009173,GO:0009174,GO:0046049,GO:0051570,GO:0016925,GO:0070897,GO:0071577,GO:0015914,GO:0006091,GO:0019432,GO:0006829,GO:0009129,GO:0009130,GO:0009157,GO:0009162,GO:0010584,GO:0031118,GO:0034330,GO:0044205,GO:0048564,GO:0051567,GO:1900055,GO:0006241,GO:0009208,GO:0009209,GO:0035601,GO:0046036,GO:0046460,GO:0046463,GO:0006448,GO:0006743,GO:0006744,GO:0006641,GO:0009147,GO:0009148
Exclusive	OG2366927	QN05-1743_k31_TRINITY_DN9939_c0_g1_i1	lncRNA	710.0	lncRNA				GO:0010048,GO:0006836,GO:0009218,GO:0009220,GO:0061025,GO:0071407,GO:0015713,GO:0042873,GO:0006222,GO:0009173,GO:0009174,GO:0046049,GO:0051570,GO:0016925,GO:0070897,GO:0071577,GO:0015914,GO:0006091,GO:0019432,GO:0006829,GO:0009129,GO:0009130,GO:0009157,GO:0009162,GO:0010584,GO:0031118,GO:0034330,GO:0044205,GO:0048564,GO:0051567,GO:1900055,GO:0006241,GO:0009208,GO:0009209,GO:0035601,GO:0046036,GO:0046460,GO:0046463,GO:0006448,GO:0006743,GO:0006744,GO:0006641,GO:0009147,GO:0009148
Exclusive	OG2369963	Co06022_k31_TRINITY_DN9641_c0_g2_i1	lncRNA	2223.0	lncRNA				GO:0009664,GO:0000019,GO:0006805,GO:0009821,GO:0010555,GO:0033075,GO:0033076,GO:0045951,GO:0071272,GO:0071466,GO:0080110,GO:0097295,GO:1901376,GO:1901378,GO:2000014,GO:0006558,GO:1902221,GO:0071951,GO:0009646,GO:0010584,GO:0019988,GO:0009298,GO:0009685,GO:0006312,GO:0007023,GO:0009410,GO:0010241,GO:0033331,GO:0042335,GO:0045911,GO:0009555,GO:0030041,GO:0030833,GO:0032271,GO:0006559,GO:1902222,GO:0008064,GO:0030832,GO:0110053,GO:1902903,GO:0009642,GO:0000028,GO:0010208,GO:0018215,GO:0019673,GO:1990937,GO:0032956,GO:0043254,GO:0008154,GO:0009072,GO:0006490,GO:0009095,GO:0010411,GO:0046271,GO:0046274,GO:0032970,GO:0001505,GO:0006122,GO:0042133,GO:0070972,GO:0009443,GO:0009960,GO:0048646,GO:0048229
Exclusive	OG2370151	KQ08-2850_k31_TRINITY_DN45594_c0_g2_i1	lncRNA	1344.0	lncRNA				GO:0019684,GO:0009416,GO:0007166,GO:0009314,GO:0015979,GO:0009687,GO:0042439,GO:0043288,GO:0070291,GO:0009765,GO:0016106,GO:0050779,GO:0061157,GO:0015977,GO:1902644,GO:0050896,GO:0061014,GO:0031331,GO:0006714,GO:0009267,GO:0006952,GO:0009411,GO:0007165,GO:0009896,GO:0006099,GO:1903313,GO:0009650,GO:0009768,GO:0052863,GO:0052865,GO:0006563,GO:0016036,GO:0051443,GO:0023052,GO:0009304,GO:0009688,GO:0010115,GO:0010116,GO:0042148,GO:0042797,GO:0043289,GO:1901998,GO:1902645,GO:1902930,GO:1902932,GO:1905613,GO:1905615,GO:0009070,GO:0034502,GO:0048639,GO:0007154,GO:0009767,GO:0018205,GO:0010114,GO:0031398,GO:0051438,GO:0045116,GO:0097428,GO:0006091,GO:0051716,GO:0019722,GO:0019932,GO:0010638,GO:0031396,GO:0031329,GO:0051173,GO:0043488,GO:0019725,GO:0042594,GO:0009639,GO:1903322,GO:0031325,GO:0006545,GO:0010223,GO:0010304,GO:0010346,GO:0019264,GO:0031297,GO:0080186,GO:0006290,GO:1903320,GO:0017148,GO:0043487,GO:0051094,GO:0048518,GO:0034314,GO:0000288,GO:0006479,GO:0008213
Accessory	OG2371253	MT11-610_k31_TRINITY_DN22843_c1_g1_i8	lncRNA	727.0	lncRNA				GO:0019953,GO:0044703,GO:0006552,GO:0009083,GO:1901617,GO:0070592,GO:0008150,GO:0044038,GO:0070589,GO:0042546,GO:0044036,GO:0006551,GO:0009081,GO:0008643,GO:0006404,GO:0006531,GO:0009712,GO:0009713,GO:0009801,GO:0009802,GO:0010384,GO:0010404,GO:0010409,GO:0019355,GO:0034627,GO:0034628,GO:0046189,GO:0051176,GO:0061015,GO:0090431,GO:1900262,GO:1900264,GO:0044260,GO:1901606,GO:1903825,GO:1905039,GO:0045492,GO:0034219,GO:0010383,GO:0110154,GO:0110156,GO:0071702,GO:0019538,GO:0009063,GO:0006464,GO:0071554,GO:0009066,GO:0036211,GO:0006528,GO:0006529,GO:0006768,GO:0009102,GO:0010345,GO:0015887,GO:0018230,GO:0018231,GO:0032790,GO:0032963,GO:0051030,GO:0098717,GO:2000573,GO:0043412,GO:0007205,GO:0031086,GO:0031087,GO:0006869,GO:0016125,GO:0045489,GO:1901564,GO:0008152,GO:0036265,GO:0044238
Accessory	OG2371253	US851008_k31_TRINITY_DN13360_c0_g2_i1	lncRNA	615.0	lncRNA				GO:0019953,GO:0044703,GO:0006552,GO:0009083,GO:1901617,GO:0070592,GO:0008150,GO:0044038,GO:0070589,GO:0042546,GO:0044036,GO:0006551,GO:0009081,GO:0008643,GO:0006404,GO:0006531,GO:0009712,GO:0009713,GO:0009801,GO:0009802,GO:0010384,GO:0010404,GO:0010409,GO:0019355,GO:0034627,GO:0034628,GO:0046189,GO:0051176,GO:0061015,GO:0090431,GO:1900262,GO:1900264,GO:0044260,GO:1901606,GO:1903825,GO:1905039,GO:0045492,GO:0034219,GO:0010383,GO:0110154,GO:0110156,GO:0071702,GO:0019538,GO:0009063,GO:0006464,GO:0071554,GO:0009066,GO:0036211,GO:0006528,GO:0006529,GO:0006768,GO:0009102,GO:0010345,GO:0015887,GO:0018230,GO:0018231,GO:0032790,GO:0032963,GO:0051030,GO:0098717,GO:2000573,GO:0043412,GO:0007205,GO:0031086,GO:0031087,GO:0006869,GO:0016125,GO:0045489,GO:1901564,GO:0008152,GO:0036265,GO:0044238
Accessory	OG2384472	QS99-2014_k31_TRINITY_DN1433_c0_g1_i14	lncRNA	1384.0	lncRNA				GO:0006271,GO:0022616,GO:0035195,GO:0000380,GO:0043647,GO:0006404,GO:0010234,GO:0043953,GO:0048448,GO:0048455,GO:0048654,GO:0048655,GO:0048656,GO:0048657,GO:0051316,GO:0051455,GO:0051754,GO:0061015,GO:0070601,GO:0071076,GO:1900262,GO:1900264,GO:1901527,GO:0046855,GO:0071545,GO:0046856,GO:0046839,GO:0046174,GO:0046838,GO:0046164,GO:1901616,GO:0000301,GO:0006528,GO:0006529,GO:0010315,GO:0048449,GO:0051030,GO:0051501,GO:0051502,GO:0052314,GO:0052315,GO:0060964,GO:0070370,GO:2000573
Accessory	OG2384472	ROC22_k31_TRINITY_DN86_c0_g1_i6	lncRNA	1136.0	lncRNA				GO:0006271,GO:0022616,GO:0035195,GO:0000380,GO:0043647,GO:0006404,GO:0010234,GO:0043953,GO:0048448,GO:0048455,GO:0048654,GO:0048655,GO:0048656,GO:0048657,GO:0051316,GO:0051455,GO:0051754,GO:0061015,GO:0070601,GO:0071076,GO:1900262,GO:1900264,GO:1901527,GO:0046855,GO:0071545,GO:0046856,GO:0046839,GO:0046174,GO:0046838,GO:0046164,GO:1901616,GO:0000301,GO:0006528,GO:0006529,GO:0010315,GO:0048449,GO:0051030,GO:0051501,GO:0051502,GO:0052314,GO:0052315,GO:0060964,GO:0070370,GO:2000573
Exclusive	OG2386701	QN05-1743_k25_TRINITY_DN10606_c6_g1_i1	lncRNA	935.0	lncRNA				GO:0019374,GO:0043038,GO:0043039,GO:0006399,GO:0007033,GO:0006761,GO:0042868,GO:0046452,GO:0061951,GO:0071076,GO:0099638,GO:1990126,GO:0007032,GO:0006418,GO:0034660,GO:0007019,GO:0030050,GO:0036166,GO:0060964,GO:0090677,GO:0099515,GO:0099518,GO:0016050,GO:0006643,GO:0009395,GO:0006664
Exclusive	OG2387537	KQB09-20620_k31_TRINITY_DN4023_c1_g2_i1	lncRNA	1898.0	lncRNA				GO:0006814,GO:0048193,GO:1901565,GO:0006888,GO:0019941,GO:0043632,GO:0006511,GO:0000963,GO:0035725,GO:0015672,GO:0044257,GO:0002521,GO:0002573,GO:0006562,GO:0008544,GO:0030099,GO:0030224,GO:0051341,GO:0051353,GO:0060429,GO:0101030,GO:1903131,GO:1903241,GO:0006553,GO:0006885,GO:0009085,GO:0030163,GO:0055069,GO:0030433,GO:0006882,GO:0010304,GO:0055067,GO:0006890,GO:0036503,GO:0006952,GO:0007166,GO:0022618,GO:1902600,GO:0051603,GO:0009245,GO:0046493,GO:1901269,GO:1901271,GO:0006950,GO:0006203,GO:0009065,GO:0009146,GO:0009151,GO:0009155,GO:0009215,GO:0009217,GO:0010942,GO:0018026,GO:0030097,GO:0046070,GO:0046386,GO:0048534,GO:0051592,GO:0071277,GO:0071826,GO:0000959,GO:0051187,GO:0009089,GO:0046451,GO:0015994,GO:0035821,GO:0071241,GO:0090333,GO:0071985,GO:0048440,GO:0048467,GO:0006865,GO:0098655,GO:0000462,GO:0006566,GO:0009088,GO:0019566,GO:0030641,GO:0046373,GO:0048513,GO:0051453,GO:0090332,GO:1900864,GO:0001732,GO:0002520,GO:0006560,GO:0009204,GO:0015695,GO:0015805,GO:0032409,GO:0034293,GO:0043934,GO:0048236,GO:0080156,GO:0098659,GO:0098719,GO:0099587,GO:1901962
Accessory	OG2388334	FN95-1702_k31_TRINITY_DN38992_c1_g1_i1	lncRNA	505.0	lncRNA				GO:0051443,GO:0031398,GO:0051438,GO:1903322,GO:0031396,GO:1903320,GO:0016106,GO:0031297,GO:1904668,GO:1904666,GO:0009768,GO:0006714,GO:0006233,GO:0009186,GO:0009189,GO:0009196,GO:0009197,GO:0009799,GO:0009855,GO:0009953,GO:0017156,GO:0045055,GO:0046072,GO:0048262,GO:1902007,GO:1902009,GO:1902298,GO:1990426,GO:1990505,GO:0016556,GO:0031401,GO:0051347,GO:0045005,GO:0044093,GO:0032270,GO:0002679,GO:0009133,GO:0009138,GO:0009139,GO:0009688,GO:0010115,GO:0010116,GO:0010501,GO:0033212,GO:0033214,GO:0043289,GO:0045730,GO:0090229,GO:1901678,GO:1901998,GO:1902645,GO:1902930,GO:1902932,GO:1905613,GO:1905615,GO:0015977,GO:0045454,GO:0015979,GO:0046940,GO:0051247,GO:0006432,GO:0006446,GO:0009219,GO:0009221,GO:0009265,GO:0009687,GO:0010039,GO:0035246,GO:0042439,GO:0043288,GO:0045828,GO:0046385,GO:0062013,GO:0070143,GO:0070291
Accessory	OG2388334	GN18_k25_TRINITY_DN29170_c0_g3_i1	lncRNA	605.0	lncRNA				GO:0051443,GO:0031398,GO:0051438,GO:1903322,GO:0031396,GO:1903320,GO:0016106,GO:0031297,GO:1904668,GO:1904666,GO:0009768,GO:0006714,GO:0006233,GO:0009186,GO:0009189,GO:0009196,GO:0009197,GO:0009799,GO:0009855,GO:0009953,GO:0017156,GO:0045055,GO:0046072,GO:0048262,GO:1902007,GO:1902009,GO:1902298,GO:1990426,GO:1990505,GO:0016556,GO:0031401,GO:0051347,GO:0045005,GO:0044093,GO:0032270,GO:0002679,GO:0009133,GO:0009138,GO:0009139,GO:0009688,GO:0010115,GO:0010116,GO:0010501,GO:0033212,GO:0033214,GO:0043289,GO:0045730,GO:0090229,GO:1901678,GO:1901998,GO:1902645,GO:1902930,GO:1902932,GO:1905613,GO:1905615,GO:0015977,GO:0045454,GO:0015979,GO:0046940,GO:0051247,GO:0006432,GO:0006446,GO:0009219,GO:0009221,GO:0009265,GO:0009687,GO:0010039,GO:0035246,GO:0042439,GO:0043288,GO:0045828,GO:0046385,GO:0062013,GO:0070143,GO:0070291
Accessory	OG2388334	KQ08-2850_k31_TRINITY_DN9535_c0_g2_i1	lncRNA	557.0	lncRNA				GO:0051443,GO:0031398,GO:0051438,GO:1903322,GO:0031396,GO:1903320,GO:0016106,GO:0031297,GO:1904668,GO:1904666,GO:0009768,GO:0006714,GO:0006233,GO:0009186,GO:0009189,GO:0009196,GO:0009197,GO:0009799,GO:0009855,GO:0009953,GO:0017156,GO:0045055,GO:0046072,GO:0048262,GO:1902007,GO:1902009,GO:1902298,GO:1990426,GO:1990505,GO:0016556,GO:0031401,GO:0051347,GO:0045005,GO:0044093,GO:0032270,GO:0002679,GO:0009133,GO:0009138,GO:0009139,GO:0009688,GO:0010115,GO:0010116,GO:0010501,GO:0033212,GO:0033214,GO:0043289,GO:0045730,GO:0090229,GO:1901678,GO:1901998,GO:1902645,GO:1902930,GO:1902932,GO:1905613,GO:1905615,GO:0015977,GO:0045454,GO:0015979,GO:0046940,GO:0051247,GO:0006432,GO:0006446,GO:0009219,GO:0009221,GO:0009265,GO:0009687,GO:0010039,GO:0035246,GO:0042439,GO:0043288,GO:0045828,GO:0046385,GO:0062013,GO:0070143,GO:0070291
Accessory	OG2388334	MT11-610_k31_TRINITY_DN176963_c0_g1_i1	lncRNA	614.0	lncRNA				GO:0051443,GO:0031398,GO:0051438,GO:1903322,GO:0031396,GO:1903320,GO:0016106,GO:0031297,GO:1904668,GO:1904666,GO:0009768,GO:0006714,GO:0006233,GO:0009186,GO:0009189,GO:0009196,GO:0009197,GO:0009799,GO:0009855,GO:0009953,GO:0017156,GO:0045055,GO:0046072,GO:0048262,GO:1902007,GO:1902009,GO:1902298,GO:1990426,GO:1990505,GO:0016556,GO:0031401,GO:0051347,GO:0045005,GO:0044093,GO:0032270,GO:0002679,GO:0009133,GO:0009138,GO:0009139,GO:0009688,GO:0010115,GO:0010116,GO:0010501,GO:0033212,GO:0033214,GO:0043289,GO:0045730,GO:0090229,GO:1901678,GO:1901998,GO:1902645,GO:1902930,GO:1902932,GO:1905613,GO:1905615,GO:0015977,GO:0045454,GO:0015979,GO:0046940,GO:0051247,GO:0006432,GO:0006446,GO:0009219,GO:0009221,GO:0009265,GO:0009687,GO:0010039,GO:0035246,GO:0042439,GO:0043288,GO:0045828,GO:0046385,GO:0062013,GO:0070143,GO:0070291
Accessory	OG2388334	MT11-610_k25_TRINITY_DN128838_c0_g2_i2	lncRNA	596.0	lncRNA				GO:0051443,GO:0031398,GO:0051438,GO:1903322,GO:0031396,GO:1903320,GO:0016106,GO:0031297,GO:1904668,GO:1904666,GO:0009768,GO:0006714,GO:0006233,GO:0009186,GO:0009189,GO:0009196,GO:0009197,GO:0009799,GO:0009855,GO:0009953,GO:0017156,GO:0045055,GO:0046072,GO:0048262,GO:1902007,GO:1902009,GO:1902298,GO:1990426,GO:1990505,GO:0016556,GO:0031401,GO:0051347,GO:0045005,GO:0044093,GO:0032270,GO:0002679,GO:0009133,GO:0009138,GO:0009139,GO:0009688,GO:0010115,GO:0010116,GO:0010501,GO:0033212,GO:0033214,GO:0043289,GO:0045730,GO:0090229,GO:1901678,GO:1901998,GO:1902645,GO:1902930,GO:1902932,GO:1905613,GO:1905615,GO:0015977,GO:0045454,GO:0015979,GO:0046940,GO:0051247,GO:0006432,GO:0006446,GO:0009219,GO:0009221,GO:0009265,GO:0009687,GO:0010039,GO:0035246,GO:0042439,GO:0043288,GO:0045828,GO:0046385,GO:0062013,GO:0070143,GO:0070291
Accessory	OG2388334	MT11-610_k25_TRINITY_DN128838_c0_g2_i1	lncRNA	597.0	lncRNA				GO:0051443,GO:0031398,GO:0051438,GO:1903322,GO:0031396,GO:1903320,GO:0016106,GO:0031297,GO:1904668,GO:1904666,GO:0009768,GO:0006714,GO:0006233,GO:0009186,GO:0009189,GO:0009196,GO:0009197,GO:0009799,GO:0009855,GO:0009953,GO:0017156,GO:0045055,GO:0046072,GO:0048262,GO:1902007,GO:1902009,GO:1902298,GO:1990426,GO:1990505,GO:0016556,GO:0031401,GO:0051347,GO:0045005,GO:0044093,GO:0032270,GO:0002679,GO:0009133,GO:0009138,GO:0009139,GO:0009688,GO:0010115,GO:0010116,GO:0010501,GO:0033212,GO:0033214,GO:0043289,GO:0045730,GO:0090229,GO:1901678,GO:1901998,GO:1902645,GO:1902930,GO:1902932,GO:1905613,GO:1905615,GO:0015977,GO:0045454,GO:0015979,GO:0046940,GO:0051247,GO:0006432,GO:0006446,GO:0009219,GO:0009221,GO:0009265,GO:0009687,GO:0010039,GO:0035246,GO:0042439,GO:0043288,GO:0045828,GO:0046385,GO:0062013,GO:0070143,GO:0070291
Accessory	OG2394383	B1_k31_TRINITY_DN2089_c0_g2_i2	lncRNA	1494.0	lncRNA				GO:0006722,GO:0016104,GO:0032456,GO:0006272,GO:0006287,GO:0006297,GO:0045004,GO:0006164,GO:0006271,GO:0022616,GO:0072522,GO:0030029,GO:0007032,GO:0042256,GO:0009152,GO:0032200,GO:0016482,GO:0045022,GO:0098927,GO:0051301,GO:0000481,GO:0006528,GO:0006529,GO:0030050,GO:0031440,GO:0032205,GO:0032211,GO:0051014,GO:0051030,GO:0051972,GO:0051974,GO:0097061,GO:0097064,GO:0099515,GO:0099518,GO:0106027,GO:1904357,GO:2000279,GO:0009201,GO:0009145,GO:0009206,GO:0009260,GO:0006598,GO:0070536,GO:1904356,GO:2000278,GO:0046390,GO:0009142,GO:0019184,GO:0032392,GO:0032508,GO:0006750,GO:0000244,GO:0009310,GO:0042402,GO:0048268,GO:0043647,GO:0009411,GO:0009615,GO:0046174,GO:0000723,GO:0032204,GO:0006828,GO:0071421,GO:0098876,GO:0034660,GO:0051261,GO:0006399,GO:0030048
Accessory	OG2394383	CP74-2005_k25_TRINITY_DN7430_c0_g1_i13	lncRNA	1484.0	lncRNA				GO:0006722,GO:0016104,GO:0032456,GO:0006272,GO:0006287,GO:0006297,GO:0045004,GO:0006164,GO:0006271,GO:0022616,GO:0072522,GO:0030029,GO:0007032,GO:0042256,GO:0009152,GO:0032200,GO:0016482,GO:0045022,GO:0098927,GO:0051301,GO:0000481,GO:0006528,GO:0006529,GO:0030050,GO:0031440,GO:0032205,GO:0032211,GO:0051014,GO:0051030,GO:0051972,GO:0051974,GO:0097061,GO:0097064,GO:0099515,GO:0099518,GO:0106027,GO:1904357,GO:2000279,GO:0009201,GO:0009145,GO:0009206,GO:0009260,GO:0006598,GO:0070536,GO:1904356,GO:2000278,GO:0046390,GO:0009142,GO:0019184,GO:0032392,GO:0032508,GO:0006750,GO:0000244,GO:0009310,GO:0042402,GO:0048268,GO:0043647,GO:0009411,GO:0009615,GO:0046174,GO:0000723,GO:0032204,GO:0006828,GO:0071421,GO:0098876,GO:0034660,GO:0051261,GO:0006399,GO:0030048
Exclusive	OG2395001	QN05-1509_k31_TRINITY_DN45319_c0_g1_i2	lncRNA	517.0	lncRNA				GO:0006666,GO:0016477,GO:0030334,GO:0030336,GO:0040013,GO:0051271,GO:2000146,GO:0071554,GO:0040012,GO:0045736,GO:0048870,GO:0051674,GO:1904030,GO:2000145,GO:0071555,GO:0006677,GO:0006687,GO:0019377,GO:0046477,GO:0046479,GO:0046519,GO:0051270,GO:0010563,GO:0045936,GO:0045229,GO:0031109,GO:0006665,GO:0040011,GO:0046514,GO:0033108,GO:0006469,GO:0030149,GO:0033673,GO:0046466,GO:0071901,GO:0006189,GO:0097502,GO:0001933,GO:0042326,GO:0006007,GO:0006264,GO:0006735,GO:0006999,GO:0007586,GO:0007589,GO:0008631,GO:0010366,GO:0019221,GO:0019605,GO:0022600,GO:0030157,GO:0030335,GO:0031102,GO:0031103,GO:0031336,GO:0031960,GO:0032410,GO:0032413,GO:0032891,GO:0032941,GO:0033239,GO:0034763,GO:0034766,GO:0036228,GO:0036438,GO:0038146,GO:0044058,GO:0045763,GO:0046459,GO:0048678,GO:0048679,GO:0048680,GO:0050878,GO:0051096,GO:0051175,GO:0051385,GO:0060457,GO:0061564,GO:0061620,GO:0061621,GO:0061718,GO:0070098,GO:0070570,GO:0070572,GO:0090058,GO:0090186,GO:0090188,GO:0090435,GO:1900909,GO:1900912,GO:1903036,GO:1903792,GO:1903960,GO:1904044,GO:1905407,GO:1905408,GO:1990868,GO:1990869,GO:2000033,GO:2000034,GO:2001024,GO:0031400,GO:0010257,GO:0032981,GO:0019953,GO:0009127,GO:0009168,GO:0030148,GO:0051348,GO:1900034,GO:0044703,GO:0006915,GO:0009126,GO:0009167,GO:0070475,GO:0001894,GO:0007019,GO:0010720,GO:0010975,GO:0010976,GO:0014812,GO:0014909,GO:0014910,GO:0014912,GO:0015012,GO:0015015,GO:0016139,GO:0019320,GO:0022008,GO:0030166,GO:0030182,GO:0030201,GO:0030388,GO:0031175,GO:0031346,GO:0032351,GO:0032353,GO:0034097,GO:0040017,GO:0040034,GO:0043247,GO:0045664,GO:0045666,GO:0048506,GO:0048510,GO:0048666,GO:0048699,GO:0048871,GO:0050767,GO:0050769,GO:0051048,GO:0051272,GO:0051591,GO:0051960,GO:0051962,GO:0071266,GO:0071320,GO:0071345,GO:0097698,GO:1900087,GO:1901654,GO:1902626,GO:1902808,GO:1903338,GO:2000147
Accessory	OG2396354	CP74-2005_k25_TRINITY_DN21732_c0_g1_i6	lncRNA	1669.0	lncRNA				GO:0045736,GO:1904030,GO:0051090,GO:0006071,GO:0019400,GO:0051348,GO:0006469,GO:0033673,GO:0071901,GO:1902074,GO:0002229,GO:0002239,GO:0046901,GO:0048507,GO:0015074,GO:0001933,GO:0009860,GO:0036294,GO:0042326,GO:0071453,GO:0071456,GO:0042221,GO:0010117,GO:0002182,GO:0046900,GO:0042744,GO:2000280,GO:0010563,GO:0045936,GO:0072593,GO:0016441,GO:0048589,GO:0006646,GO:0046337,GO:0010073,GO:0031425,GO:0046903,GO:0009735,GO:0010014,GO:0010821,GO:0019320,GO:0030388,GO:0032351,GO:0032353,GO:0040034,GO:0042276,GO:0043434,GO:0043446,GO:0043447,GO:0046786,GO:0048506,GO:0048510,GO:0051091,GO:0090421,GO:0098609,GO:0006658,GO:0006659,GO:0051338,GO:0009396,GO:0009846,GO:0017182,GO:0017183,GO:0030091,GO:1900247,GO:0055067,GO:0051239,GO:0009200,GO:0016032,GO:0062014,GO:0097503,GO:0042398,GO:0042325,GO:0051187,GO:0001101,GO:0090567,GO:2000026,GO:0009908,GO:0097305,GO:0042743,GO:0048509,GO:0043549,GO:1902600,GO:0009636,GO:2001023,GO:0006566,GO:0009088,GO:0035725,GO:0050793,GO:0006549,GO:0009097,GO:0030422,GO:1901700,GO:0015718,GO:0009736,GO:0071368,GO:0009826,GO:0035194,GO:0042559,GO:0060560
