NumberGroups	NumberGenes	Classification	NumberGenotypes	Sample
252606	752236	pan	10	15
2546	56729	hard-core	10	15
7689	157620	soft-core	10	15
91088	403806	accessory	10	15
153829	190810	exclusive	10	15
291783	889287	pan	10	16
4298	105314	hard-core	10	16
8784	191872	soft-core	10	16
104622	468686	accessory	10	16
178377	228729	exclusive	10	16
319532	968463	pan	10	17
3361	83897	hard-core	10	17
9139	201643	soft-core	10	17
118398	521121	accessory	10	17
191995	245699	exclusive	10	17
319556	1027023	pan	10	18
4389	113987	hard-core	10	18
9100	212494	soft-core	10	18
123753	576771	accessory	10	18
186703	237758	exclusive	10	18
395635	1342450	pan	10	19
3700	103778	hard-core	10	19
10214	261970	soft-core	10	19
149001	703900	accessory	10	19
236420	376580	exclusive	10	19
298254	997362	pan	11	0
4889	137116	hard-core	11	0
9088	229631	soft-core	11	0
121158	557661	accessory	11	0
168008	210070	exclusive	11	0
347108	1132486	pan	11	1
3373	91846	hard-core	11	1
8008	203809	soft-core	11	1
123857	589976	accessory	11	1
215243	338701	exclusive	11	1
268668	865192	pan	11	2
3537	89526	hard-core	11	2
8244	195108	soft-core	11	2
104687	473815	accessory	11	2
155737	196269	exclusive	11	2
345448	1096938	pan	11	3
2940	81753	hard-core	11	3
7578	192177	soft-core	11	3
136942	642654	accessory	11	3
200928	262107	exclusive	11	3
320196	1071424	pan	11	4
4628	132253	hard-core	11	4
8716	224176	soft-core	11	4
126348	610168	accessory	11	4
185132	237080	exclusive	11	4
299896	971647	pan	11	5
3152	85234	hard-core	11	5
8263	202420	soft-core	11	5
118394	555123	accessory	11	5
173239	214104	exclusive	11	5
376652	1317438	pan	11	6
4636	139011	hard-core	11	6
9318	248989	soft-core	11	6
172324	810592	accessory	11	6
195010	257857	exclusive	11	6
350016	1165054	pan	11	7
4670	133972	hard-core	11	7
8926	230610	soft-core	11	7
145765	679319	accessory	11	7
195325	255125	exclusive	11	7
402016	1384892	pan	11	8
3270	98054	hard-core	11	8
8083	225470	soft-core	11	8
158963	791137	accessory	11	8
234970	368285	exclusive	11	8
364996	1281593	pan	11	9
4454	130338	hard-core	11	9
8828	237064	soft-core	11	9
166098	793623	accessory	11	9
190070	250906	exclusive	11	9
287861	947238	pan	11	10
3426	89563	hard-core	11	10
7773	189241	soft-core	11	10
118249	558362	accessory	11	10
161839	199635	exclusive	11	10
269427	868118	pan	11	11
3349	88607	hard-core	11	11
7983	189040	soft-core	11	11
107893	493050	accessory	11	11
153551	186028	exclusive	11	11
350327	1164374	pan	11	12
3457	98522	hard-core	11	12
9018	231915	soft-core	11	12
145392	677747	accessory	11	12
195917	254712	exclusive	11	12
318540	1069627	pan	11	13
5252	145728	hard-core	11	13
9924	244655	soft-core	11	13
133444	601849	accessory	11	13
175172	223123	exclusive	11	13
285937	872834	pan	11	14
2879	70531	hard-core	11	14
7056	162922	soft-core	11	14
107860	499203	accessory	11	14
171021	210709	exclusive	11	14
380284	1272479	pan	11	15
4236	124013	hard-core	11	15
8611	229329	soft-core	11	15
138578	676601	accessory	11	15
233095	366549	exclusive	11	15
325686	1073578	pan	11	16
3631	98830	hard-core	11	16
8568	217396	soft-core	11	16
131359	619536	accessory	11	16
185759	236646	exclusive	11	16
318918	1097395	pan	11	17
4696	137936	hard-core	11	17
10029	261389	soft-core	11	17
125028	600269	accessory	11	17
183861	235737	exclusive	11	17
288031	958347	pan	11	18
3618	96851	hard-core	11	18
8197	206265	soft-core	11	18
115211	545097	accessory	11	18
164623	206985	exclusive	11	18
309749	977054	pan	11	19
2564	66636	hard-core	11	19
6034	144520	soft-core	11	19
111589	530121	accessory	11	19
192126	302413	exclusive	11	19
374696	1265964	pan	12	0
2921	84663	hard-core	12	0
7371	208407	soft-core	12	0
159527	784088	accessory	12	0
207798	273469	exclusive	12	0
308892	1063750	pan	12	1
2378	66810	hard-core	12	1
7128	188855	soft-core	12	1
125925	654257	accessory	12	1
175839	220638	exclusive	12	1
314658	988161	pan	12	2
2551	69203	hard-core	12	2
6301	162180	soft-core	12	2
119770	585623	accessory	12	2
188587	240358	exclusive	12	2
424268	1549944	pan	12	3
4788	162842	hard-core	12	3
9199	282295	soft-core	12	3
181425	900148	accessory	12	3
233644	367501	exclusive	12	3
364101	1265749	pan	12	4
3343	102072	hard-core	12	4
7658	220112	soft-core	12	4
161276	792844	accessory	12	4
195167	252793	exclusive	12	4
321984	1051600	pan	12	5
3235	92106	hard-core	12	5
7763	207837	soft-core	12	5
126415	600739	accessory	12	5
187806	243024	exclusive	12	5
332079	1163632	pan	12	6
4533	140557	hard-core	12	6
8492	241039	soft-core	12	6
140220	690305	accessory	12	6
183367	232288	exclusive	12	6
281270	912039	pan	12	7
2207	61655	hard-core	12	7
6475	169443	soft-core	12	7
110434	541070	accessory	12	7
164361	201526	exclusive	12	7
320492	1014229	pan	12	8
2655	74436	hard-core	12	8
6614	176167	soft-core	12	8
122391	594395	accessory	12	8
191487	243667	exclusive	12	8
278107	902424	pan	12	9
3081	82846	hard-core	12	9
6672	171672	soft-core	12	9
112355	535323	accessory	12	9
159080	195429	exclusive	12	9
334921	1075255	pan	12	10
3371	97995	hard-core	12	10
6999	190030	soft-core	12	10
130905	636874	accessory	12	10
197017	248351	exclusive	12	10
335557	1117214	pan	12	11
3308	96351	hard-core	12	11
7270	201064	soft-core	12	11
136679	672444	accessory	12	11
191608	243706	exclusive	12	11
295905	1031300	pan	12	12
4560	135446	hard-core	12	12
8439	231400	soft-core	12	12
124406	597162	accessory	12	12
163060	202738	exclusive	12	12
356756	1186866	pan	12	13
2911	88943	hard-core	12	13
7558	211699	soft-core	12	13
148922	717533	accessory	12	13
200276	257634	exclusive	12	13
302910	1042286	pan	12	14
3428	98066	hard-core	12	14
7395	201233	soft-core	12	14
127606	632743	accessory	12	14
167909	208310	exclusive	12	14
349619	1193542	pan	12	15
4088	126857	hard-core	12	15
8161	229642	soft-core	12	15
130303	630668	accessory	12	15
211155	333232	exclusive	12	15
343343	1151133	pan	12	16
3025	91790	hard-core	12	16
7870	220758	soft-core	12	16
140083	684199	accessory	12	16
195390	246176	exclusive	12	16
294462	1044280	pan	12	17
4707	142117	hard-core	12	17
8179	226702	soft-core	12	17
124738	619168	accessory	12	17
161545	198410	exclusive	12	17
278688	959856	pan	12	18
2499	70830	hard-core	12	18
7159	191604	soft-core	12	18
114483	575888	accessory	12	18
157046	192364	exclusive	12	18
278294	925935	pan	12	19
2998	86133	hard-core	12	19
7476	194983	soft-core	12	19
113750	540256	accessory	12	19
157068	190696	exclusive	12	19
361267	1279830	pan	13	0
2749	87120	hard-core	13	0
6440	194971	soft-core	13	0
145473	761505	accessory	13	0
209354	323354	exclusive	13	0
373154	1390641	pan	13	1
4661	161230	hard-core	13	1
8626	275445	soft-core	13	1
168796	857761	accessory	13	1
195732	257435	exclusive	13	1
347945	1211359	pan	13	2
2534	82255	hard-core	13	2
6429	191749	soft-core	13	2
141588	715002	accessory	13	2
199928	304608	exclusive	13	2
314211	1083545	pan	13	3
2617	83433	hard-core	13	3
6648	197521	soft-core	13	3
133226	672696	accessory	13	3
174337	213328	exclusive	13	3
303976	1025652	pan	13	4
2599	78212	hard-core	13	4
6328	182675	soft-core	13	4
124882	629514	accessory	13	4
172766	213463	exclusive	13	4
355517	1197328	pan	13	5
2364	72541	hard-core	13	5
6607	196837	soft-core	13	5
147846	741782	accessory	13	5
201064	258709	exclusive	13	5
414943	1502202	pan	13	6
2721	96121	hard-core	13	6
7169	235198	soft-core	13	6
175245	909172	accessory	13	6
232529	357832	exclusive	13	6
318780	1160407	pan	13	7
4323	143488	hard-core	13	7
7817	240750	soft-core	13	7
140057	705019	accessory	13	7
170906	214638	exclusive	13	7
394339	1460669	pan	13	8
4241	148515	hard-core	13	8
8141	261785	soft-core	13	8
187573	933311	accessory	13	8
198625	265573	exclusive	13	8
344419	1216135	pan	13	9
3403	108181	hard-core	13	9
7177	216991	soft-core	13	9
143261	750475	accessory	13	9
193981	248669	exclusive	13	9
347855	1235205	pan	13	10
3817	124632	hard-core	13	10
7080	214582	soft-core	13	10
152976	784241	accessory	13	10
187799	236382	exclusive	13	10
342047	1186840	pan	13	11
3227	100510	hard-core	13	11
6897	206769	soft-core	13	11
144367	736999	accessory	13	11
190783	243072	exclusive	13	11
366121	1254589	pan	13	12
2688	87492	hard-core	13	12
6946	211003	soft-core	13	12
155608	783168	accessory	13	12
203567	260418	exclusive	13	12
332771	1148990	pan	13	13
3822	119165	hard-core	13	13
7503	222168	soft-core	13	13
139457	693961	accessory	13	13
185811	232861	exclusive	13	13
293129	1028570	pan	13	14
2936	92598	hard-core	13	14
6960	202906	soft-core	13	14
126887	633696	accessory	13	14
159282	191968	exclusive	13	14
389612	1327706	pan	13	15
2858	93835	hard-core	13	15
6186	191652	soft-core	13	15
149618	771906	accessory	13	15
233808	364148	exclusive	13	15
400863	1494440	pan	13	16
4640	165391	hard-core	13	16
8470	277858	soft-core	13	16
168974	869228	accessory	13	16
223419	347354	exclusive	13	16
377610	1411830	pan	13	17
3484	119200	hard-core	13	17
8162	262023	soft-core	13	17
154733	812442	accessory	13	17
214715	337365	exclusive	13	17
383534	1399088	pan	13	18
3334	106721	hard-core	13	18
7592	238545	soft-core	13	18
178658	904959	accessory	13	18
197284	255584	exclusive	13	18
314234	1118490	pan	13	19
4541	145627	hard-core	13	19
8100	241859	soft-core	13	19
133615	658133	accessory	13	19
172519	218498	exclusive	13	19
405062	1544222	pan	14	0
3448	126405	hard-core	14	0
7632	267867	soft-core	14	0
173804	927510	accessory	14	0
223626	348845	exclusive	14	0
366930	1360037	pan	14	1
3040	106077	hard-core	14	1
6722	226941	soft-core	14	1
164304	878522	accessory	14	1
195904	254574	exclusive	14	1
386877	1471983	pan	14	2
4042	145270	hard-core	14	2
7404	252248	soft-core	14	2
185857	971211	accessory	14	2
193616	248524	exclusive	14	2
374226	1342702	pan	14	3
2894	99167	hard-core	14	3
6829	225315	soft-core	14	3
164330	857868	accessory	14	3
203067	259519	exclusive	14	3
365524	1375852	pan	14	4
4059	145532	hard-core	14	4
7566	254131	soft-core	14	4
168815	882255	accessory	14	4
189143	239466	exclusive	14	4
395021	1502813	pan	14	5
4138	154201	hard-core	14	5
7724	269933	soft-core	14	5
189791	975231	accessory	14	5
197506	257649	exclusive	14	5
349483	1234740	pan	14	6
2765	96372	hard-core	14	6
6993	227013	soft-core	14	6
147090	756038	accessory	14	6
195400	251689	exclusive	14	6
362724	1291483	pan	14	7
2835	99414	hard-core	14	7
6934	226736	soft-core	14	7
157266	813480	accessory	14	7
198524	251267	exclusive	14	7
452472	1797795	pan	14	8
2779	109718	hard-core	14	8
7235	267830	soft-core	14	8
217383	1166177	accessory	14	8
227854	363788	exclusive	14	8
343806	1267166	pan	14	9
3382	117062	hard-core	14	9
7046	231944	soft-core	14	9
152335	805236	accessory	14	9
184425	229986	exclusive	14	9
392471	1407574	pan	14	10
3277	117327	hard-core	14	10
6925	229827	soft-core	14	10
162274	831111	accessory	14	10
223272	346636	exclusive	14	10
365368	1362516	pan	14	11
4382	158327	hard-core	14	11
7612	257614	soft-core	14	11
162579	857864	accessory	14	11
195177	247038	exclusive	14	11
417413	1542874	pan	14	12
2942	105889	hard-core	14	12
6959	240528	soft-core	14	12
179279	948098	accessory	14	12
231175	354248	exclusive	14	12
310865	1079636	pan	14	13
3264	105817	hard-core	14	13
6515	200713	soft-core	14	13
133223	667360	accessory	14	13
171127	211563	exclusive	14	13
367197	1389271	pan	14	14
3420	121256	hard-core	14	14
7140	245492	soft-core	14	14
166617	891987	accessory	14	14
193440	251792	exclusive	14	14
336705	1145085	pan	14	15
2443	77895	hard-core	14	15
5839	178832	soft-core	14	15
137543	715443	accessory	14	15
193323	250810	exclusive	14	15
361315	1315638	pan	14	16
3992	141370	hard-core	14	16
7119	236836	soft-core	14	16
160173	832410	accessory	14	16
194023	246392	exclusive	14	16
352675	1292680	pan	14	17
4136	148823	hard-core	14	17
7585	253075	soft-core	14	17
156394	799155	accessory	14	17
188696	240450	exclusive	14	17
371209	1420839	pan	14	18
3869	142322	hard-core	14	18
8444	287811	soft-core	14	18
166944	884997	accessory	14	18
195821	248031	exclusive	14	18
441985	1713378	pan	14	19
4447	176941	hard-core	14	19
8121	299264	soft-core	14	19
194657	1036250	accessory	14	19
239207	377864	exclusive	14	19
452696	1804802	pan	15	0
3939	166884	hard-core	15	0
8831	333102	soft-core	15	0
206054	1095232	accessory	15	0
237811	376468	exclusive	15	0
391740	1448657	pan	15	1
2531	92702	hard-core	15	1
7385	251361	soft-core	15	1
166496	867282	accessory	15	1
217859	330014	exclusive	15	1
434722	1634037	pan	15	2
2445	94535	hard-core	15	2
7348	259967	soft-core	15	2
194445	1012017	accessory	15	2
232929	362053	exclusive	15	2
417787	1568960	pan	15	3
4228	166216	hard-core	15	3
9131	318265	soft-core	15	3
173940	878832	accessory	15	3
234716	371863	exclusive	15	3
363756	1385929	pan	15	4
3932	147562	hard-core	15	4
8380	284882	soft-core	15	4
166279	860737	accessory	15	4
189097	240310	exclusive	15	4
458221	1792327	pan	15	5
3053	121651	hard-core	15	5
8042	292274	soft-core	15	5
219522	1135470	accessory	15	5
230657	364583	exclusive	15	5
339543	1271907	pan	15	6
2902	102453	hard-core	15	6
7601	252472	soft-core	15	6
154770	797413	accessory	15	6
177172	222022	exclusive	15	6
405411	1501711	pan	15	7
4148	160056	hard-core	15	7
9244	312634	soft-core	15	7
165589	826575	accessory	15	7
230578	362502	exclusive	15	7
370080	1380976	pan	15	8
3954	146924	hard-core	15	8
8592	290617	soft-core	15	8
166647	836113	accessory	15	8
194841	254246	exclusive	15	8
368734	1366992	pan	15	9
3884	142477	hard-core	15	9
8421	281164	soft-core	15	9
166796	841579	accessory	15	9
193517	244249	exclusive	15	9
355599	1261785	pan	15	10
2397	84334	hard-core	15	10
7442	240699	soft-core	15	10
152829	775405	accessory	15	10
195328	245681	exclusive	15	10
379557	1399971	pan	15	11
2529	92104	hard-core	15	11
7447	251307	soft-core	15	11
172855	895768	accessory	15	11
199255	252896	exclusive	15	11
396560	1490213	pan	15	12
2650	95270	hard-core	15	12
7788	263408	soft-core	15	12
192421	969708	accessory	15	12
196351	257097	exclusive	15	12
372377	1422487	pan	15	13
2726	104396	hard-core	15	13
8727	296431	soft-core	15	13
169269	880859	accessory	15	13
194381	245197	exclusive	15	13
448025	1731888	pan	15	14
2745	110263	hard-core	15	14
8491	305530	soft-core	15	14
204365	1057726	accessory	15	14
235169	368632	exclusive	15	14
431004	1758635	pan	15	15
2802	117213	hard-core	15	15
9930	368592	soft-core	15	15
194297	1034773	accessory	15	15
226777	355270	exclusive	15	15
339125	1296674	pan	15	16
3145	113046	hard-core	15	16
8111	271743	soft-core	15	16
155572	807232	accessory	15	16
175442	217699	exclusive	15	16
381378	1398339	pan	15	17
2628	97108	hard-core	15	17
7950	267825	soft-core	15	17
171181	874140	accessory	15	17
202247	256374	exclusive	15	17
414474	1678928	pan	15	18
3188	124298	hard-core	15	18
9148	332191	soft-core	15	18
206227	1077579	accessory	15	18
199099	269158	exclusive	15	18
336905	1317195	pan	15	19
4183	155102	hard-core	15	19
8798	297880	soft-core	15	19
156556	805391	accessory	15	19
171551	213924	exclusive	15	19
365590	1388105	pan	16	0
3006	113988	hard-core	16	0
7449	269125	soft-core	16	0
164402	866614	accessory	16	0
193739	252366	exclusive	16	0
357352	1381466	pan	16	1
2598	98311	hard-core	16	1
7480	267266	soft-core	16	1
164114	883644	accessory	16	1
185758	230556	exclusive	16	1
336602	1267424	pan	16	2
1818	68039	hard-core	16	2
6724	235920	soft-core	16	2
151987	809862	accessory	16	2
177891	221642	exclusive	16	2
415759	1721163	pan	16	3
3095	126033	hard-core	16	3
8062	311130	soft-core	16	3
210605	1148075	accessory	16	3
197092	261958	exclusive	16	3
433575	1745092	pan	16	4
4222	183305	hard-core	16	4
8824	344065	soft-core	16	4
193165	1041299	accessory	16	4
231586	359728	exclusive	16	4
398971	1588400	pan	16	5
3249	129824	hard-core	16	5
8059	304149	soft-core	16	5
191160	1022776	accessory	16	5
199752	261475	exclusive	16	5
438541	1755344	pan	16	6
3988	170721	hard-core	16	6
8306	324145	soft-core	16	6
197172	1063634	accessory	16	6
233063	367565	exclusive	16	6
391414	1492128	pan	16	7
2147	83281	hard-core	16	7
7288	267251	soft-core	16	7
182498	966632	accessory	16	7
201628	258245	exclusive	16	7
390426	1565228	pan	16	8
3195	127463	hard-core	16	8
8222	310587	soft-core	16	8
187750	1005857	accessory	16	8
194454	248784	exclusive	16	8
381879	1524370	pan	16	9
3068	122983	hard-core	16	9
8146	306501	soft-core	16	9
182868	974309	accessory	16	9
190865	243560	exclusive	16	9
379941	1446761	pan	16	10
2636	102550	hard-core	16	10
7443	272773	soft-core	16	10
170718	918077	accessory	16	10
201780	255911	exclusive	16	10
392212	1540658	pan	16	11
2263	88897	hard-core	16	11
7858	294406	soft-core	16	11
184973	989926	accessory	16	11
199381	256326	exclusive	16	11
483915	2048523	pan	16	12
3813	170740	hard-core	16	12
8744	357848	soft-core	16	12
243616	1315421	accessory	16	12
231555	375254	exclusive	16	12
357778	1289853	pan	16	13
2325	83028	hard-core	16	13
6659	226474	soft-core	16	13
153766	808984	accessory	16	13
197353	254395	exclusive	16	13
409965	1653151	pan	16	14
3959	166378	hard-core	16	14
8308	318546	soft-core	16	14
181209	990982	accessory	16	14
220448	343623	exclusive	16	14
409005	1623476	pan	16	15
4204	176497	hard-core	16	15
8658	327747	soft-core	16	15
180520	950398	accessory	16	15
219827	345331	exclusive	16	15
402449	1526421	pan	16	16
2013	77541	hard-core	16	16
7347	267084	soft-core	16	16
191055	997710	accessory	16	16
204047	261627	exclusive	16	16
451899	1780079	pan	16	17
3109	126488	hard-core	16	17
7670	296027	soft-core	16	17
205529	1106963	accessory	16	17
238700	377089	exclusive	16	17
400743	1563622	pan	16	18
2024	79121	hard-core	16	18
7341	272908	soft-core	16	18
193377	1032065	accessory	16	18
200025	258649	exclusive	16	18
412086	1629950	pan	16	19
3370	141509	hard-core	16	19
7884	300675	soft-core	16	19
198846	1059918	accessory	16	19
205356	269357	exclusive	16	19
465279	1918982	pan	17	0
2165	96450	hard-core	17	0
7109	290626	soft-core	17	0
236514	1282163	accessory	17	0
221656	346193	exclusive	17	0
419666	1737505	pan	17	1
2979	128253	hard-core	17	1
7666	316314	soft-core	17	1
193051	1079140	accessory	17	1
218949	342051	exclusive	17	1
387962	1551587	pan	17	2
2304	96546	hard-core	17	2
7301	286218	soft-core	17	2
185284	1018913	accessory	17	2
195377	246456	exclusive	17	2
400753	1736426	pan	17	3
4171	190814	hard-core	17	3
8487	356941	soft-core	17	3
200132	1130243	accessory	17	3
192134	249242	exclusive	17	3
434373	1696234	pan	17	4
1899	79890	hard-core	17	4
6420	255247	soft-core	17	4
195180	1084181	accessory	17	4
232773	356806	exclusive	17	4
361764	1460979	pan	17	5
3163	134762	hard-core	17	5
7589	298321	soft-core	17	5
172360	935451	accessory	17	5
181815	227207	exclusive	17	5
470360	1963188	pan	17	6
3772	172125	hard-core	17	6
8223	345258	soft-core	17	6
230546	1252953	accessory	17	6
231591	364977	exclusive	17	6
414656	1676507	pan	17	7
3021	126052	hard-core	17	7
7744	309996	soft-core	17	7
203816	1099410	accessory	17	7
203096	267101	exclusive	17	7
439929	1777461	pan	17	8
2090	90414	hard-core	17	8
6762	274707	soft-core	17	8
202894	1144911	accessory	17	8
230273	357843	exclusive	17	8
408505	1695556	pan	17	9
3027	129584	hard-core	17	9
7628	310132	soft-core	17	9
203126	1125706	accessory	17	9
197751	259718	exclusive	17	9
384674	1629749	pan	17	10
3480	143566	hard-core	17	10
8377	335070	soft-core	17	10
194424	1065284	accessory	17	10
181873	229395	exclusive	17	10
416686	1705432	pan	17	11
2661	116666	hard-core	17	11
7464	305830	soft-core	17	11
193941	1069683	accessory	17	11
215281	329919	exclusive	17	11
346872	1375737	pan	17	12
2693	105749	hard-core	17	12
6756	255651	soft-core	17	12
167188	902764	accessory	17	12
172928	217322	exclusive	17	12
363168	1435632	pan	17	13
3002	121311	hard-core	17	13
6970	264906	soft-core	17	13
171749	940750	accessory	17	13
184449	229976	exclusive	17	13
422767	1721714	pan	17	14
2468	108054	hard-core	17	14
7036	284537	soft-core	17	14
213644	1167851	accessory	17	14
202087	269326	exclusive	17	14
358146	1422114	pan	17	15
2541	103971	hard-core	17	15
6846	264627	soft-core	17	15
167655	927184	accessory	17	15
183645	230303	exclusive	17	15
445319	1800903	pan	17	16
2475	110515	hard-core	17	16
7526	306607	soft-core	17	16
213090	1152172	accessory	17	16
224703	342124	exclusive	17	16
394614	1537419	pan	17	17
2415	99422	hard-core	17	17
6940	272019	soft-core	17	17
184348	1004099	accessory	17	17
203326	261301	exclusive	17	17
415672	1663285	pan	17	18
3142	131616	hard-core	17	18
7638	300710	soft-core	17	18
205606	1099913	accessory	17	18
202428	262662	exclusive	17	18
467358	2001017	pan	17	19
2551	117865	hard-core	17	19
8350	351128	soft-core	17	19
233966	1296605	accessory	17	19
225042	353284	exclusive	17	19
416255	1798683	pan	18	0
4057	187005	hard-core	18	0
8084	345951	soft-core	18	0
219412	1206425	accessory	18	0
188759	246307	exclusive	18	0
454648	1931062	pan	18	1
2474	120562	hard-core	18	1
7013	315353	soft-core	18	1
217950	1257540	accessory	18	1
229685	358169	exclusive	18	1
458995	1924597	pan	18	2
3066	138008	hard-core	18	2
7486	326710	soft-core	18	2
219884	1235092	accessory	18	2
231625	362795	exclusive	18	2
414188	1736175	pan	18	3
2291	107483	hard-core	18	3
6789	291826	soft-core	18	3
200910	1127688	accessory	18	3
206489	316661	exclusive	18	3
377777	1620927	pan	18	4
3160	139376	hard-core	18	4
7531	315868	soft-core	18	4
194484	1085553	accessory	18	4
175762	219506	exclusive	18	4
430083	1871390	pan	18	5
2868	136705	hard-core	18	5
7762	340003	soft-core	18	5
226367	1276198	accessory	18	5
195954	255189	exclusive	18	5
391361	1631845	pan	18	6
3896	175948	hard-core	18	6
7969	335116	soft-core	18	6
195267	1054805	accessory	18	6
188125	241924	exclusive	18	6
417479	1755211	pan	18	7
1977	87216	hard-core	18	7
6649	283527	soft-core	18	7
210725	1209438	accessory	18	7
200105	262246	exclusive	18	7
430776	1765320	pan	18	8
2423	107764	hard-core	18	8
6926	292291	soft-core	18	8
208390	1142288	accessory	18	8
215460	330741	exclusive	18	8
474407	2044188	pan	18	9
3383	155150	hard-core	18	9
8187	365880	soft-core	18	9
235805	1309164	accessory	18	9
230415	369144	exclusive	18	9
405410	1652878	pan	18	10
2757	117935	hard-core	18	10
7328	303461	soft-core	18	10
196864	1092179	accessory	18	10
201218	257238	exclusive	18	10
422131	1691285	pan	18	11
1832	76780	hard-core	18	11
6612	269676	soft-core	18	11
209112	1153503	accessory	18	11
206407	268106	exclusive	18	11
404627	1650341	pan	18	12
2526	112129	hard-core	18	12
7210	302455	soft-core	18	12
195156	1084274	accessory	18	12
202261	263612	exclusive	18	12
464538	2004932	pan	18	13
3644	176752	hard-core	18	13
7701	348429	soft-core	18	13
225371	1292456	accessory	18	13
231466	364047	exclusive	18	13
411295	1690532	pan	18	14
3060	137365	hard-core	18	14
7238	306656	soft-core	18	14
201273	1118962	accessory	18	14
202784	264914	exclusive	18	14
412816	1653093	pan	18	15
2441	107963	hard-core	18	15
6845	281706	soft-core	18	15
202472	1101755	accessory	18	15
203499	269632	exclusive	18	15
448897	1870532	pan	18	16
3097	144975	hard-core	18	16
7007	304732	soft-core	18	16
215914	1217721	accessory	18	16
225976	348079	exclusive	18	16
450757	1859437	pan	18	17
3042	138145	hard-core	18	17
7265	313703	soft-core	18	17
210001	1181500	accessory	18	17
233491	364234	exclusive	18	17
382210	1507422	pan	18	18
2563	108195	hard-core	18	18
6529	264750	soft-core	18	18
180797	992545	accessory	18	18
194884	250127	exclusive	18	18
446064	1979896	pan	18	19
3657	177558	hard-core	18	19
8054	360835	soft-core	18	19
243666	1354360	accessory	18	19
194344	264701	exclusive	18	19
404545	1667409	pan	19	0
1698	77938	hard-core	19	0
6348	278145	soft-core	19	0
193941	1122277	accessory	19	0
204256	266987	exclusive	19	0
379803	1645584	pan	19	1
2534	116182	hard-core	19	1
6904	307005	soft-core	19	1
190160	1109760	accessory	19	1
182739	228819	exclusive	19	1
430065	1831659	pan	19	2
2630	127607	hard-core	19	2
7206	326164	soft-core	19	2
219679	1235031	accessory	19	2
203180	270464	exclusive	19	2
493779	2206091	pan	19	3
2392	114111	hard-core	19	3
6642	307159	soft-core	19	3
270778	1545934	accessory	19	3
216359	352998	exclusive	19	3
471329	2024524	pan	19	4
3545	180471	hard-core	19	4
7499	354745	soft-core	19	4
228751	1294700	accessory	19	4
235079	375079	exclusive	19	4
401646	1647801	pan	19	5
2445	111396	hard-core	19	5
6370	278545	soft-core	19	5
195997	1110579	accessory	19	5
199279	258677	exclusive	19	5
396783	1578215	pan	19	6
1665	73328	hard-core	19	6
5957	247043	soft-core	19	6
191583	1078512	accessory	19	6
199243	252660	exclusive	19	6
453605	2087123	pan	19	7
3746	187537	hard-core	19	7
7884	373714	soft-core	19	7
253561	1448872	accessory	19	7
192160	264537	exclusive	19	7
433800	1811045	pan	19	8
1630	74611	hard-core	19	8
6077	266049	soft-core	19	8
221343	1274170	accessory	19	8
206380	270826	exclusive	19	8
415576	1797342	pan	19	9
2627	125005	hard-core	19	9
7159	328679	soft-core	19	9
210935	1215619	accessory	19	9
197482	253044	exclusive	19	9
434317	1948935	pan	19	10
3793	187716	hard-core	19	10
7757	361300	soft-core	19	10
235031	1334931	accessory	19	10
191529	252704	exclusive	19	10
443572	1874740	pan	19	11
1721	82930	hard-core	19	11
6267	282829	soft-core	19	11
214656	1251731	accessory	19	11
222649	340180	exclusive	19	11
405211	1610382	pan	19	12
1735	76841	hard-core	19	12
6054	255131	soft-core	19	12
192647	1091292	accessory	19	12
206510	263959	exclusive	19	12
425779	1856506	pan	19	13
3483	171633	hard-core	19	13
7227	333210	soft-core	19	13
223581	1268437	accessory	19	13
194971	254859	exclusive	19	13
435004	1972067	pan	19	14
4076	204028	hard-core	19	14
7999	374625	soft-core	19	14
235477	1345762	accessory	19	14
191528	251680	exclusive	19	14
445720	1979991	pan	19	15
2767	140463	hard-core	19	15
7402	348625	soft-core	19	15
221701	1296627	accessory	19	15
216617	334739	exclusive	19	15
406237	1680113	pan	19	16
2477	111606	hard-core	19	16
6800	299180	soft-core	19	16
200101	1127358	accessory	19	16
199336	253575	exclusive	19	16
441307	1979224	pan	19	17
3766	189294	hard-core	19	17
7545	352800	soft-core	19	17
240969	1366125	accessory	19	17
192793	260299	exclusive	19	17
445200	1959171	pan	19	18
3383	168515	hard-core	19	18
7505	349097	soft-core	19	18
224057	1279178	accessory	19	18
213638	330896	exclusive	19	18
435690	1920887	pan	19	19
3686	184186	hard-core	19	19
7622	353861	soft-core	19	19
231236	1304793	accessory	19	19
196832	262233	exclusive	19	19
450115	1995646	pan	20	0
2396	123393	hard-core	20	0
7874	371189	soft-core	20	0
238317	1351660	accessory	20	0
203924	272797	exclusive	20	0
439777	1965200	pan	20	1
2555	131785	hard-core	20	1
8195	386627	soft-core	20	1
234040	1320475	accessory	20	1
197542	258098	exclusive	20	1
442281	1971439	pan	20	2
3081	155403	hard-core	20	2
8039	377040	soft-core	20	2
234909	1332859	accessory	20	2
199333	261540	exclusive	20	2
462641	2201848	pan	20	3
3876	212413	hard-core	20	3
8736	431795	soft-core	20	3
264311	1508989	accessory	20	3
189594	261064	exclusive	20	3
480641	2114823	pan	20	4
2917	152274	hard-core	20	4
8093	389112	soft-core	20	4
238998	1354691	accessory	20	4
233550	371020	exclusive	20	4
425467	1859726	pan	20	5
2794	135701	hard-core	20	5
